Crown,KingTower,LeftPrincess,RigthPrincess,CrownOpponent,KingTowerOpponent,LeftPrincessOpponent,RigthPrincessOpponent,Cluster
1,0,0,0,3,6408,1760,0,1
1,6408,1664,2408,0,1892,3074,0,0
1,6408,1390,496,0,6408,3310,0,0
1,6408,95,2968,0,6408,1547,0,0
1,6408,382,2958,0,6408,3507,0,0
1,6408,4032,1962,0,6266,2493,0,0
2,2903,149,0,1,5803,0,0,2
0,0,0,0,3,6408,3052,4032,1
1,6276,1168,1036,0,6276,2216,0,0
3,6331,1878,2150,0,0,0,0,2
1,6408,2231,139,0,6408,2718,0,0
1,6408,40,3026,0,6408,3836,0,0
1,6408,4032,194,0,6408,3624,0,0
0,6335,2756,0,1,6335,1599,7,1
0,6408,4032,0,1,6408,2117,3549,1
1,5993,648,2927,0,5993,3019,0,0
1,6376,3549,1779,0,6376,2404,0,0
0,0,0,0,3,6408,3577,4032,1
0,6072,3100,0,1,6408,1486,1279,1
2,4205,2341,0,1,3637,0,0,2
1,6408,2994,1530,0,6408,2817,0,0
1,5894,0,0,2,4896,986,0,1
3,5134,0,0,2,0,0,0,2
1,6408,1456,1817,0,6331,4032,0,0
3,6408,2587,1184,0,0,0,0,2
0,6408,3438,0,1,3546,3678,2111,1
1,6408,2126,3193,0,6090,4032,0,0
1,6408,1412,4032,0,6408,3678,0,0
0,6408,2966,0,1,6134,1106,3738,1
1,5927,1699,3154,0,5927,1682,0,0
2,1658,3316,0,1,5889,0,0,2
1,6408,1897,1027,0,6249,2747,0,0
2,3436,1755,0,1,6408,0,0,2
1,6405,4029,944,0,6405,4029,0,0
1,0,0,0,3,5889,1806,0,1
1,6408,474,3421,0,3618,2316,0,0
1,6408,3293,1029,0,6300,3171,0,0
2,2269,2032,0,1,6107,0,0,2
1,6408,4032,714,0,3981,936,0,0
1,6408,1424,3226,0,6408,3999,0,0
3,6408,1620,0,1,0,0,0,2
0,6408,1422,0,1,6408,778,2693,1
1,6408,2283,3342,0,6408,3681,0,0
0,6408,2208,0,1,6408,3582,2394,1
2,5543,3429,0,1,4977,0,0,2
1,6408,730,1842,0,6249,3053,0,0
0,3487,3016,0,1,6408,481,3336,1
0,6408,3580,0,1,6408,1751,164,1
1,6408,4032,1196,0,6408,4032,0,0
0,6408,2013,0,1,6408,1005,2618,1
1,0,0,0,3,5640,1762,0,1
1,6408,3184,1464,0,6408,1773,0,0
1,6408,3778,3362,0,6152,3916,0,0
1,6408,3375,2016,0,6408,3520,0,0
1,6408,1084,1087,0,6408,3459,0,0
1,6408,2529,1321,0,6408,3231,0,0
0,6408,2311,0,1,6408,2486,3347,1
0,4599,1105,0,1,6408,3079,3883,1
1,6408,4032,2517,0,3842,3731,0,0
0,0,0,0,3,6408,2095,4032,1
1,6408,3955,1787,0,6408,4032,0,0
0,6408,3784,0,1,6408,662,4032,1
0,6408,1841,0,1,6408,3513,4032,1
1,6408,1750,1140,0,6408,3077,0,0
1,6294,2124,965,0,5939,1269,0,0
0,6000,634,0,1,6000,268,2808,1
1,6408,431,3955,0,6408,2834,0,0
0,0,0,0,3,6408,4032,2844,1
0,5715,1782,0,1,5715,1957,3010,1
0,6408,4032,0,1,6408,2537,3878,1
1,6408,1480,1253,0,6408,3586,0,0
0,6408,4032,0,1,6408,4032,2908,1
1,4546,105,2170,0,4191,1146,0,0
1,6408,4032,683,0,6408,4032,0,0
0,0,0,0,3,6408,4032,1233,1
0,0,0,0,3,6330,3314,3612,1
1,6408,1133,2171,0,6408,1694,0,0
0,6408,755,0,1,6408,632,3396,1
1,6408,193,3819,0,6408,4032,0,0
1,6408,1822,3135,0,6408,2760,0,0
1,6408,4032,1628,0,6090,4032,0,0
1,6408,3396,1909,0,6408,1584,0,0
0,6408,3520,0,1,5987,4032,403,1
0,5676,998,0,1,5676,3006,549,1
0,3119,0,0,2,6408,4032,1401,1
1,6408,4032,1411,0,6408,2684,0,0
3,6120,4032,1760,0,0,0,0,2
0,6408,3584,0,1,6408,4032,3885,1
1,6408,597,3816,0,6408,829,0,0
0,6408,4032,0,1,6408,3808,4032,1
1,6408,2419,2587,0,3958,927,0,0
3,6408,4032,2280,0,0,0,0,2
2,4504,2527,0,1,2741,0,0,2
3,6408,2044,4032,0,0,0,0,2
0,6408,2871,0,1,6408,3789,3695,1
3,5900,4032,0,1,0,0,0,2
0,6408,3240,0,1,6261,3955,2836,1
1,6408,2228,823,0,6408,3077,0,0
2,5544,1033,0,1,3712,0,0,2
2,6408,2176,843,0,90,0,0,2
1,1298,0,0,2,2735,2458,0,1
3,6408,2457,4032,0,0,0,0,2
3,6408,2745,1770,0,0,0,0,2
2,6408,750,2973,0,2845,0,0,2
1,4752,0,0,2,6408,4032,0,1
1,2826,0,0,2,454,1649,0,2
1,0,0,0,3,6408,4032,0,1
0,3656,992,0,1,6408,2118,1594,1
0,5248,2554,0,1,2236,85,2872,1
1,6408,348,655,0,6408,1658,0,0
3,6331,3333,4032,0,0,0,0,2
1,4832,2148,463,0,4832,1872,0,0
1,3640,0,0,2,421,1173,0,2
1,6071,924,2529,0,6071,1953,0,0
0,6408,2666,0,1,6408,1387,3594,1
3,6408,2757,3202,0,0,0,0,2
1,6203,1592,133,0,6044,2931,0,0
1,6261,3002,4032,0,6408,3856,0,0
1,6408,2522,1306,0,6408,2796,0,0
1,6408,2333,1939,0,2664,192,0,2
1,896,0,0,2,6408,4032,0,1
2,5203,994,0,1,5454,0,0,2
1,6408,2449,1970,0,6408,3762,0,0
1,6408,1285,320,0,5832,1729,0,0
0,6408,795,0,1,6090,961,3322,1
1,6408,3074,2237,0,4423,1210,0,0
0,6408,2462,0,1,6408,2601,2540,1
0,6408,3156,0,1,6276,1963,3792,1
0,6408,2934,0,1,6408,1248,2858,1
1,6408,56,1727,0,5490,4032,0,0
1,6408,449,3742,0,6408,743,0,0
0,6408,1888,0,1,6408,2408,818,1
0,4539,1102,0,1,6408,2682,1389,1
1,6408,244,3454,0,6408,3758,0,0
1,6408,3885,3185,0,6408,2422,0,0
0,6408,3878,0,1,6408,3678,3354,1
0,0,0,0,3,6408,4032,2424,1
0,5166,2790,0,1,4476,2790,609,1
0,6408,2719,0,1,6408,2630,2079,1
1,6408,598,507,0,6408,539,0,0
0,6408,1541,0,1,6408,3324,82,1
1,6408,2538,4032,0,6408,3559,0,0
2,6408,514,0,1,5613,0,0,2
0,6023,3524,0,1,6071,3452,2624,1
0,6408,1081,0,1,6408,2496,365,1
1,6408,3745,3377,0,6408,2537,0,0
3,6134,1847,3218,0,0,0,0,2
1,6408,759,4032,0,6177,4032,0,0
3,3594,1768,0,1,0,0,0,2
0,6408,383,0,1,6408,2585,3801,1
0,6408,684,0,1,6408,2402,3724,1
1,5210,2460,1402,0,5342,2386,0,0
1,6408,3955,552,0,6408,2994,0,0
0,6408,4032,0,1,6408,93,2391,1
0,6408,1840,0,1,6177,4032,663,1
0,6408,4032,0,1,6408,184,3801,1
0,6408,818,0,1,6408,4032,3157,1
0,6408,3619,0,1,6408,535,2994,1
1,6408,465,1738,0,2172,4032,0,0
3,6408,3890,3090,0,0,0,0,2
3,6408,3504,3100,0,0,0,0,2
0,4225,3778,0,1,6408,2202,1524,1
1,6408,1150,2100,0,6408,2872,0,0
0,0,0,0,3,6331,1801,2612,1
1,6408,0,0,2,6408,3050,0,1
2,6408,847,0,1,4659,0,0,2
1,6408,3647,4032,0,4124,3808,0,0
2,6175,3708,0,1,3408,0,0,2
1,6408,456,1640,0,6408,2935,0,0
1,6408,69,1435,0,6408,1145,0,0
1,6408,1538,1519,0,6408,699,0,0
0,6408,1249,0,1,6408,1970,378,1
1,6408,3770,2877,0,6263,906,0,0
1,6408,1552,959,0,6408,1239,0,0
1,0,0,0,3,5384,4032,0,1
1,6408,1141,3758,0,6408,444,0,0
3,6408,1837,2604,0,0,0,0,2
0,6408,2628,0,1,6408,1034,1307,1
3,6408,4032,3281,0,0,0,0,2
1,0,0,0,3,5136,95,0,1
0,6408,3416,0,1,6408,2103,511,1
2,4480,822,0,1,4659,0,0,2
0,6408,1795,0,1,6408,3376,3086,1
1,6258,2764,1116,0,6258,1920,0,0
1,6408,2484,684,0,6408,1999,0,0
0,6408,4032,0,1,6408,3840,977,1
1,5401,148,1577,0,5401,1246,0,0
2,5394,3780,0,1,5538,0,0,2
0,6408,2060,0,1,6408,3066,3840,1
3,4997,2449,0,1,0,0,0,2
0,6408,2560,0,1,6408,3100,1664,1
0,6408,1236,0,1,6408,1314,3651,1
1,6408,3296,2935,0,4572,1025,0,0
1,6408,781,3268,0,6408,2486,0,0
1,6408,3217,2872,0,6408,3208,0,0
3,6261,236,0,1,0,0,0,2
1,5106,0,0,2,5712,561,0,1
1,6408,2752,3352,0,6249,3293,0,0
2,5673,3654,0,1,5544,0,0,2
0,5660,2780,0,1,6408,4032,1477,1
1,6408,2909,3555,0,5772,3966,0,0
3,6408,3615,0,1,0,0,0,2
3,6063,50,0,1,0,0,0,2
0,6323,1510,0,1,5242,1470,1261,1
3,2741,0,0,2,0,0,0,2
1,3720,0,0,2,5242,1978,0,1
1,3450,0,0,2,5970,2092,0,1
3,4896,0,0,2,0,0,0,2
2,6408,501,0,1,1980,0,0,2
1,6408,0,0,2,6408,2562,0,1
1,6408,0,0,2,4290,2153,0,1
1,6408,821,3856,0,6312,2098,0,0
2,0,0,0,3,2579,0,0,2
3,911,0,0,2,0,0,0,2
2,6090,277,0,1,2964,0,0,2
0,3763,1484,0,1,6408,310,3357,1
3,6408,4032,0,1,0,0,0,2
1,6408,1709,3184,0,6300,1548,0,0
2,6408,287,4032,0,6134,0,0,0
0,0,0,0,3,6408,2979,4032,1
0,4584,4032,0,1,6408,3924,1023,1
2,6408,323,0,1,6408,0,0,2
1,0,0,0,3,6408,1123,0,1
1,6408,829,3733,0,6216,4032,0,0
1,6408,0,0,2,5964,1264,0,1
0,6408,2807,0,1,6408,2867,2838,1
0,6408,3501,0,1,4606,2405,4032,1
1,4630,0,0,2,4857,2404,0,1
1,3646,0,0,2,6177,2250,0,1
0,6408,4032,0,1,6408,2591,4032,1
1,6408,3387,3261,0,6408,3801,0,0
1,6408,680,572,0,6408,2730,0,0
0,6408,3588,0,1,6408,2770,3714,1
0,5071,2005,0,1,5071,1479,253,1
1,5812,2329,2442,0,5812,896,0,0
0,6408,4032,0,1,6408,3524,3056,1
1,6408,3179,1850,0,6408,1260,0,0
3,1370,688,0,1,0,0,0,2
1,6408,0,0,2,989,653,0,2
1,6408,654,4032,0,6408,2631,0,0
3,1747,3546,0,1,0,0,0,2
1,5468,302,2322,0,6007,2615,0,0
1,6408,740,3878,0,3435,433,0,0
2,6408,4032,0,1,3868,0,0,2
3,6408,1818,1549,0,0,0,0,2
3,6330,4032,3084,0,0,0,0,2
3,6408,4032,0,1,0,0,0,2
1,0,0,0,3,3942,4032,0,1
1,6408,1954,4032,0,6408,4032,0,0
1,6144,1358,3075,0,6144,1675,0,0
1,5735,362,1773,0,5735,993,0,0
0,2428,4032,0,1,5900,3524,3351,1
1,5566,0,0,2,347,3955,0,1
3,2646,0,0,2,0,0,0,2
1,0,0,0,3,5595,3542,0,1
0,0,0,0,3,6408,4032,1272,1
3,6330,2451,2239,0,0,0,0,2
1,6408,4032,956,0,6090,1634,0,0
1,6408,1205,1401,0,6408,3075,0,0
0,2940,0,0,2,6057,223,272,1
2,5656,1742,0,1,5112,0,0,2
2,6090,3363,0,1,2735,0,0,2
2,5074,800,0,1,5187,0,0,2
1,6408,4032,737,0,3546,2914,0,0
1,5566,0,0,2,6090,2016,0,1
0,2093,0,0,2,6408,3816,2601,1
0,6408,3492,0,1,6408,3714,558,1
1,677,0,0,2,4651,2367,0,1
0,1156,887,0,1,6408,1725,4032,1
0,6330,3619,0,1,4394,3206,716,1
3,4671,0,0,2,0,0,0,2
2,6408,3165,792,0,4479,0,0,2
2,6300,1085,0,1,1248,0,0,2
2,5298,2122,0,1,3729,0,0,2
0,6154,0,0,2,1773,1430,2893,1
0,5307,4032,0,1,3546,1985,3955,1
1,6276,11,3564,0,4205,715,0,0
0,6408,2060,0,1,5831,11,359,1
1,6408,2015,1722,0,6408,963,0,0
1,6408,2813,3700,0,5388,963,0,0
1,4118,947,1106,0,4436,74,0,2
0,5931,2970,0,1,6408,3611,4032,1
0,5284,2514,0,1,5145,3954,2348,1
0,5373,2652,0,1,5566,1638,2769,1
0,6408,1451,0,1,6408,1574,3924,1
1,6408,205,1969,0,4724,2240,0,0
1,6408,1408,4032,0,6408,4032,0,0
1,5145,3920,1266,0,6408,3510,0,0
1,6408,1102,3816,0,5145,4032,0,0
1,6408,4032,2304,0,2857,3954,0,0
1,6408,1970,3619,0,6316,1779,0,0
1,6261,2272,3210,0,6408,4032,0,0
1,6408,3642,3333,0,6408,4032,0,0
1,4247,2130,3885,0,4348,4032,0,0
1,6408,4032,1080,0,6408,4032,0,0
1,5145,3326,4032,0,6408,4032,0,0
0,6408,4032,0,1,6408,241,3954,1
3,5330,2628,0,1,0,0,0,2
1,6408,3322,4032,0,5145,1814,0,0
2,2482,1838,0,1,2109,0,0,2
1,6408,3194,3350,0,6408,1379,0,0
1,6331,3714,570,0,6408,4032,0,0
1,6300,0,0,2,5222,2618,0,1
1,6408,2594,3678,0,6408,3619,0,0
0,0,0,0,3,6408,4032,3234,1
1,5760,0,0,2,5611,1209,0,1
0,0,0,0,3,5165,2262,3324,1
1,0,0,0,3,3964,4032,0,1
2,3341,4032,0,1,3968,0,0,2
0,6408,1393,0,1,6408,3619,1718,1
0,6408,1678,0,1,6408,3678,257,1
1,6408,3916,466,0,3257,4032,0,0
2,6408,3710,0,1,2842,0,0,2
1,4672,0,0,2,5242,2608,0,1
2,5768,3436,0,1,3502,0,0,2
1,6408,150,1164,0,6408,984,0,0
1,6408,2684,1375,0,5130,1952,0,0
2,6408,559,3196,0,2084,0,0,2
2,3520,3714,0,1,4416,0,0,2
1,0,0,0,3,5440,1288,0,1
2,5372,2642,0,1,1707,0,0,2
2,6056,3369,0,1,5369,0,0,2
2,170,262,0,1,3512,0,0,2
2,6408,1502,902,0,3760,0,0,2
2,4408,17,0,1,3988,0,0,2
1,6276,1318,3626,0,6408,2970,0,0
2,2621,2266,0,1,2823,0,0,2
3,6408,3926,3290,0,0,0,0,2
2,6408,1862,12,0,2388,0,0,2
1,6408,1910,3042,0,5058,1874,0,0
2,6249,2550,0,1,6195,0,0,2
1,5811,0,0,2,2778,1921,0,1
1,2259,0,0,2,6408,1187,0,1
1,6408,3180,1016,0,6408,2472,0,0
0,6408,4032,0,1,5242,4032,2102,1
2,6408,862,3916,0,4207,0,0,2
3,6408,3840,4032,0,0,0,0,2
1,6408,4032,2175,0,4394,3619,0,0
1,6408,2186,2335,0,1721,3619,0,0
1,0,0,0,3,2699,4032,0,1
3,4288,1055,0,1,0,0,0,2
2,0,0,0,3,6090,0,0,1
1,6408,2661,2804,0,6408,4032,0,0
2,3242,2185,0,1,5382,0,0,2
2,3879,3189,0,1,4534,0,0,2
0,6408,1955,0,1,6408,4032,1096,1
1,6408,1950,132,0,6408,3360,0,0
0,6408,2692,0,1,6408,850,3819,1
1,6408,2016,1720,0,6408,3606,0,0
0,6408,4032,0,1,6408,209,3601,1
1,0,0,0,3,2298,4032,0,1
1,4936,0,0,2,4543,217,0,1
2,2556,286,0,1,6216,0,0,2
1,6362,3986,3590,0,5673,3668,0,0
1,6408,3501,1641,0,6408,3714,0,0
1,6408,2622,3156,0,6276,4032,0,0
1,6408,2985,825,0,5931,2816,0,0
0,6408,3890,0,1,6408,4032,2005,1
1,5976,3402,568,0,6408,4032,0,0
0,6408,4032,0,1,6408,4032,612,1
1,6408,1268,3040,0,5145,4032,0,0
2,6408,2793,477,0,4303,0,0,2
0,6408,3705,0,1,6408,325,4032,1
3,6408,4032,4032,0,0,0,0,2
3,6408,2306,2361,0,0,0,0,2
3,6408,3283,4032,0,0,0,0,2
1,5111,251,2477,0,4634,2735,0,0
1,0,0,0,3,2352,689,0,1
0,5817,581,0,1,5817,552,1150,1
1,6324,3449,1397,0,6324,1854,0,0
0,6408,1827,0,1,6408,4032,767,1
1,6408,2356,2039,0,6408,2770,0,0
0,0,0,0,3,6408,4032,2481,1
0,0,0,0,3,6408,3493,3955,1
0,6408,3569,0,1,6408,2028,1383,1
1,4998,0,0,2,6408,3011,0,1
1,0,0,0,3,4009,4032,0,1
1,6408,3350,3573,0,6331,4032,0,0
1,6408,3601,2702,0,6408,3955,0,0
1,6408,1288,2871,0,6408,2806,0,0
1,2859,0,0,2,5088,2510,0,1
0,6408,2800,0,1,6408,3223,3021,1
1,6408,2106,2621,0,6408,2404,0,0
3,6408,3800,3360,0,0,0,0,2
0,5112,4032,0,1,5832,3668,1655,1
0,6408,3924,0,1,6408,4032,641,1
1,6408,3287,2193,0,6090,2866,0,0
0,4552,2281,0,1,6408,3031,131,1
2,5171,738,0,1,6408,0,0,2
2,6408,3744,0,1,6013,0,0,2
0,6408,3765,0,1,5242,2013,1546,1
0,3816,2472,0,1,6408,3692,3323,1
0,0,0,0,3,6408,3080,541,1
0,6408,1368,0,1,6408,802,3646,1
0,6408,3092,0,1,6408,716,2960,1
0,6408,3934,0,1,6408,3577,2201,1
1,6408,2114,2808,0,6134,3161,0,0
1,6408,956,1997,0,6408,1294,0,0
1,6331,3222,1180,0,6331,1368,0,0
1,6300,2939,1012,0,5832,1261,0,0
1,6408,815,4032,0,6408,2648,0,0
0,6408,4032,0,1,6408,1309,3816,1
1,234,0,0,2,5154,558,0,1
0,6408,3878,0,1,6408,1234,4032,1
1,6408,2386,4032,0,6084,216,0,0
0,6085,2319,0,1,6085,1628,745,1
1,6408,4032,1393,0,6408,2991,0,0
0,0,0,0,3,6408,2239,3620,1
1,4351,0,0,2,5480,876,0,1
0,6408,3924,0,1,6408,358,3539,1
0,6408,1037,0,1,6408,2968,2019,1
1,6408,2501,4032,0,6408,4032,0,0
0,6408,3098,0,1,6331,924,3176,1
0,6408,3816,0,1,6408,2448,4032,1
1,6408,3129,4032,0,6192,4032,0,0
2,0,0,0,3,3876,0,0,2
0,6408,4032,0,1,6408,461,2564,1
1,6408,3454,3408,0,4726,4032,0,0
1,5841,2057,2108,0,5841,2551,0,0
0,5556,716,0,1,5556,1147,396,1
1,6330,949,2972,0,6408,2720,0,0
0,3360,4032,0,1,6408,3758,3038,1
0,6408,4032,0,1,6408,804,3328,1
1,0,0,0,3,5550,512,0,1
0,6408,4032,0,1,6408,3328,1492,1
0,5159,1340,0,1,5159,724,913,1
0,6408,4032,0,1,6408,2262,2176,1
1,6408,3907,1692,0,6408,286,0,0
1,6408,2243,4032,0,6192,2474,0,0
1,6408,4032,1825,0,6408,4032,0,0
0,5609,2001,0,1,5609,2798,868,1
1,6261,2356,3885,0,5704,1376,0,0
0,6408,1965,0,1,6408,3196,3854,1
1,6408,3924,1484,0,6408,1776,0,0
1,6408,2418,3190,0,5426,4032,0,0
1,2268,0,0,2,3914,3624,0,1
1,3511,0,0,2,4527,974,0,1
1,6408,1556,4032,0,6408,4032,0,0
0,6408,4032,0,1,6408,3637,1712,1
3,6408,3801,0,1,0,0,0,2
1,6408,962,3182,0,6408,3039,0,0
0,3355,1363,0,1,6408,2725,4032,1
3,6408,3354,1841,0,0,0,0,2
1,0,0,0,3,1176,4032,0,1
0,6408,2440,0,1,6408,3465,1992,1
1,6408,271,1026,0,6090,3955,0,0
1,0,0,0,3,5688,2866,0,1
1,5453,0,0,2,3513,833,0,1
0,5451,2075,0,1,6408,2946,3435,1
2,6408,305,1950,0,309,0,0,2
0,0,0,0,3,6408,2018,3744,1
0,5560,547,0,1,6408,4032,701,1
1,6408,0,0,2,3842,504,0,1
1,6408,3647,1580,0,2022,3924,0,0
1,6408,333,4032,0,2946,3552,0,0
2,4608,3036,0,1,4606,0,0,2
1,6408,3680,4032,0,6408,3522,0,0
1,6408,2062,4032,0,6408,4032,0,0
1,6408,410,4032,0,6408,3023,0,0
0,0,0,0,3,6276,3088,3220,1
1,6408,4032,833,0,6276,3520,0,0
2,1515,2482,0,1,4784,0,0,2
0,6264,2805,0,1,6408,2196,4032,1
1,2274,0,0,2,6146,185,0,1
0,5896,1729,0,1,6408,1494,3144,1
1,4511,2348,1221,0,6408,4032,0,0
3,6408,939,3219,0,0,0,0,2
1,6408,3738,3101,0,6408,3651,0,0
1,4724,1003,53,0,2536,3940,0,0
0,2814,2004,0,1,6408,3318,1941,1
1,0,0,0,3,5574,1170,0,1
0,6408,3499,0,1,6408,2350,3346,1
1,6408,1158,3661,0,6408,2946,0,0
1,6408,2640,1495,0,6408,3924,0,0
1,5788,1267,472,0,5788,1032,0,0
0,6408,3658,0,1,6408,3290,3954,1
2,6408,2698,2292,0,6146,0,0,0
0,6408,2980,0,1,6408,2850,4032,1
1,6408,2437,1131,0,6056,4032,0,0
1,6090,3167,1062,0,2575,4032,0,0
0,6408,446,0,1,6408,4032,1824,1
1,6408,252,4032,0,6408,3916,0,0
0,6408,2471,0,1,6408,3240,1577,1
1,6408,4032,4032,0,6408,3642,0,0
1,6408,4032,2582,0,6408,3774,0,0
1,6408,3744,1515,0,6408,1453,0,0
1,0,0,0,3,6408,781,0,1
1,6408,1970,3916,0,6408,3890,0,0
0,6408,3576,0,1,6408,1128,3500,1
1,6408,2021,3493,0,6408,3916,0,0
1,5926,3415,125,0,5926,2569,0,0
0,6067,2695,0,1,6067,207,2439,1
1,5817,3019,2732,0,6134,3890,0,0
0,6408,3678,0,1,6408,3916,3278,1
0,6408,15,0,1,6276,3916,759,1
1,6408,3383,1242,0,6408,3115,0,0
1,6261,0,0,2,6408,2124,0,1
1,6408,86,4032,0,6408,3890,0,0
0,6408,4032,0,1,6408,309,4032,1
0,4409,1508,0,1,4409,99,1253,1
1,5125,501,1789,0,5125,748,0,0
1,6408,3955,2845,0,6408,3516,0,0
1,6408,2186,2000,0,6408,3748,0,0
2,3419,2235,0,1,5544,0,0,2
0,6408,1431,0,1,6408,2089,714,1
1,4606,0,0,2,5464,1479,0,1
1,2417,0,0,2,6249,2213,0,1
1,6408,0,0,2,6330,2010,0,1
1,5145,3192,1182,0,6408,313,0,0
3,346,4032,0,1,0,0,0,2
1,6408,4032,896,0,6210,4032,0,0
0,6408,4032,0,1,6408,3873,3582,1
2,0,0,0,3,5384,0,0,2
1,5613,1154,3321,0,6408,1674,0,0
1,6408,1230,2568,0,3860,1036,0,0
0,6408,3890,0,1,6408,4032,425,1
1,0,0,0,3,2139,4032,0,1
3,5901,2289,2622,0,0,0,0,2
3,4982,4032,0,1,0,0,0,2
2,5987,2440,0,1,6288,0,0,2
0,6408,4032,0,1,6408,6,3613,1
0,5987,2174,0,1,6408,1752,1855,1
1,6408,0,0,2,4486,3888,0,1
3,6331,2291,2952,0,0,0,0,2
2,6408,4032,0,1,3957,0,0,2
0,6408,4032,0,1,5946,1319,4032,1
2,6088,965,0,1,3434,0,0,2
0,6408,1612,0,1,6408,391,61,1
0,4016,1052,0,1,6408,120,3955,1
0,6300,3448,0,1,6408,2967,1442,1
0,0,0,0,3,6261,2418,3778,1
0,5130,0,0,2,6408,521,2944,1
2,6408,797,0,1,5769,0,0,2
2,6254,1993,0,1,1907,0,0,2
3,6154,3666,0,1,0,0,0,2
3,3074,1816,0,1,0,0,0,2
1,5252,0,0,2,6099,1967,0,1
1,2315,0,0,2,2629,2504,0,1
0,6408,4032,0,1,5832,1950,2400,1
0,6408,2926,0,1,6408,2495,3227,1
3,5772,1452,0,1,0,0,0,2
3,209,0,0,2,0,0,0,2
1,0,0,0,3,4986,3816,0,1
0,0,0,0,3,6408,3190,3647,1
0,6408,1898,0,1,6408,4032,3169,1
0,6300,2972,0,1,6408,398,399,1
1,3178,0,0,2,2334,2055,0,1
1,6408,2029,4032,0,6408,2954,0,0
1,2153,0,0,2,4415,221,0,1
1,5250,1211,3680,0,6408,4032,0,0
1,2698,3760,1206,0,6408,3307,0,0
0,1976,4032,0,1,6408,2009,2367,1
1,6408,1096,3432,0,6408,625,0,0
0,2888,984,0,1,6408,1354,2944,1
0,0,0,0,3,6408,3328,1354,1
2,5350,3108,0,1,6408,0,0,2
1,6012,1683,2489,0,5934,2656,0,0
0,6408,2862,0,1,6408,3493,2120,1
0,5248,940,0,1,6177,1654,3606,1
0,339,4032,0,1,6408,3031,2593,1
0,6408,4032,0,1,6408,3315,1596,1
0,4644,3819,0,1,6408,1205,3836,1
1,0,0,0,3,5544,3885,0,1
1,3816,0,0,2,3712,4032,0,1
0,6408,4032,0,1,6408,4032,1984,1
0,5476,3375,0,1,6408,4032,3244,1
1,6408,4032,2833,0,4449,4032,0,0
2,6408,1324,0,1,4157,0,0,2
1,6408,3082,4032,0,6408,4032,0,0
1,5318,3376,4032,0,4816,3100,0,0
0,6408,3342,0,1,6408,2722,3724,1
0,6408,3878,0,1,5720,2495,4032,1
1,0,0,0,3,4724,1872,0,1
1,6152,179,1185,0,6408,1092,0,0
0,5483,4032,0,1,6408,2500,3562,1
1,6408,2768,2348,0,6408,1080,0,0
3,4400,4032,0,1,0,0,0,2
0,6018,2944,0,1,6330,2102,3318,1
0,6408,2828,0,1,6408,2098,616,1
0,4871,4032,0,1,6330,1250,3836,1
0,0,0,0,3,6330,1267,1832,1
1,6408,2617,1255,0,6408,1788,0,0
0,5772,3165,0,1,6408,1766,777,1
1,0,0,0,3,5726,3760,0,1
2,3266,2694,0,1,3103,0,0,2
1,6408,4032,1087,0,6330,2736,0,0
1,6177,2856,2245,0,6408,3124,0,0
0,5145,4032,0,1,5976,480,1358,1
0,4802,1471,0,1,4802,1864,757,1
1,6408,633,4032,0,5045,3107,0,0
0,0,0,0,3,6331,4032,4032,1
0,0,0,0,3,6331,4032,4032,1
0,0,0,0,3,6408,3819,3647,1
1,2060,0,0,2,3452,898,0,1
0,0,0,0,3,6331,4032,3493,1
0,0,0,0,3,6408,4032,3259,1
0,0,0,0,3,6331,4032,3878,1
0,0,0,0,3,6184,3714,2934,1
0,0,0,0,3,6261,4032,3570,1
0,0,0,0,3,6261,4032,4032,1
0,0,0,0,3,6331,4032,3647,1
1,4259,0,0,2,5067,522,0,1
0,0,0,0,3,6023,4032,4032,1
1,5050,0,0,2,5328,708,0,1
0,6408,3765,0,1,6408,1139,2073,1
1,1484,0,0,2,6048,3424,0,1
0,6408,4032,0,1,6023,173,4032,1
0,0,0,0,3,6408,2722,837,1
1,6408,4032,980,0,6408,4032,0,0
2,5028,1690,0,1,4344,0,0,2
0,0,0,0,3,6408,3047,2835,1
2,6408,3916,1525,0,3880,0,0,2
3,4000,2975,0,1,0,0,0,2
1,6408,980,4032,0,6408,4032,0,0
1,6408,1140,2055,0,6408,3307,0,0
1,6408,0,0,2,5046,2740,0,1
1,4633,1166,1590,0,5602,3610,0,0
2,6408,866,3286,0,4209,0,0,2
1,6408,1178,4032,0,6408,3130,0,0
1,6408,3022,2352,0,2444,3080,0,0
2,479,2118,0,1,6408,0,0,2
3,6408,3356,2682,0,0,0,0,2
2,5601,4032,0,1,4918,0,0,2
3,6408,4032,4032,0,0,0,0,2
2,5382,3115,0,1,3418,0,0,2
1,6177,3468,3744,0,6338,3682,0,0
3,6408,2252,3738,0,0,0,0,2
0,6408,1868,0,1,6408,2408,2706,1
1,6408,510,3871,0,6408,3636,0,0
1,6408,2972,1802,0,6408,4032,0,0
1,5492,3116,356,0,5492,804,0,0
1,6091,0,0,2,5730,430,0,1
0,5467,0,0,2,6408,1522,1224,1
1,6408,176,1270,0,1322,3220,0,0
0,6084,3982,3982,0,6358,3982,3982,0
0,5026,3492,0,1,5868,976,2468,1
1,5510,390,1677,0,5510,434,0,0
0,5580,1585,0,1,5580,2674,482,1
0,4266,3678,0,1,6408,1420,4032,1
2,3546,1821,0,1,5788,0,0,2
